,Id,State,Country,Lat,Long,Date,ConfirmedCases,Fatalities,pdc
9804,15449,Curacao,Netherlands,12.1696,-68.99,01-02-2020,0,0,0
9805,15450,Curacao,Netherlands,12.1696,-68.99,02-02-2020,0,0,0
9806,15451,Curacao,Netherlands,12.1696,-68.99,03-02-2020,0,0,0
9807,15452,Curacao,Netherlands,12.1696,-68.99,04-02-2020,0,0,0
9808,15453,Curacao,Netherlands,12.1696,-68.99,05-02-2020,0,0,0
9809,15454,Curacao,Netherlands,12.1696,-68.99,06-02-2020,0,0,0
9810,15455,Curacao,Netherlands,12.1696,-68.99,07-02-2020,0,0,0
9811,15456,Curacao,Netherlands,12.1696,-68.99,08-02-2020,0,0,0
9812,15457,Curacao,Netherlands,12.1696,-68.99,09-02-2020,0,0,0
9813,15458,Curacao,Netherlands,12.1696,-68.99,10-02-2020,0,0,0
9814,15459,Curacao,Netherlands,12.1696,-68.99,11-02-2020,0,0,0
9815,15460,Curacao,Netherlands,12.1696,-68.99,12-02-2020,0,0,0
9816,15461,Curacao,Netherlands,12.1696,-68.99,13-02-2020,0,0,0
9817,15462,Curacao,Netherlands,12.1696,-68.99,14-02-2020,0,0,0
9818,15463,Curacao,Netherlands,12.1696,-68.99,15-02-2020,0,0,0
9819,15464,Curacao,Netherlands,12.1696,-68.99,16-02-2020,0,0,0
9820,15465,Curacao,Netherlands,12.1696,-68.99,17-02-2020,0,0,0
9821,15466,Curacao,Netherlands,12.1696,-68.99,18-02-2020,0,0,0
9822,15467,Curacao,Netherlands,12.1696,-68.99,19-02-2020,0,0,0
9823,15468,Curacao,Netherlands,12.1696,-68.99,20-02-2020,0,0,0
9824,15469,Curacao,Netherlands,12.1696,-68.99,21-02-2020,0,0,0
9825,15470,Curacao,Netherlands,12.1696,-68.99,22-02-2020,0,0,0
9826,15471,Curacao,Netherlands,12.1696,-68.99,23-02-2020,0,0,0
9827,15472,Curacao,Netherlands,12.1696,-68.99,24-02-2020,0,0,0
9828,15473,Curacao,Netherlands,12.1696,-68.99,25-02-2020,0,0,0
9829,15474,Curacao,Netherlands,12.1696,-68.99,26-02-2020,0,0,0
9830,15475,Curacao,Netherlands,12.1696,-68.99,27-02-2020,0,0,0
9831,15476,Curacao,Netherlands,12.1696,-68.99,28-02-2020,0,0,0
9832,15477,Curacao,Netherlands,12.1696,-68.99,29-02-2020,0,0,0
9833,15478,Curacao,Netherlands,12.1696,-68.99,01-03-2020,0,0,0
9834,15479,Curacao,Netherlands,12.1696,-68.99,02-03-2020,0,0,0
9835,15480,Curacao,Netherlands,12.1696,-68.99,03-03-2020,0,0,0
9836,15481,Curacao,Netherlands,12.1696,-68.99,04-03-2020,0,0,0
9837,15482,Curacao,Netherlands,12.1696,-68.99,05-03-2020,0,0,0
9838,15483,Curacao,Netherlands,12.1696,-68.99,06-03-2020,0,0,0
9839,15484,Curacao,Netherlands,12.1696,-68.99,07-03-2020,0,0,0
9840,15485,Curacao,Netherlands,12.1696,-68.99,08-03-2020,0,0,0
9841,15486,Curacao,Netherlands,12.1696,-68.99,09-03-2020,0,0,0
9842,15487,Curacao,Netherlands,12.1696,-68.99,10-03-2020,0,0,0
9843,15488,Curacao,Netherlands,12.1696,-68.99,11-03-2020,0,0,0
9844,15489,Curacao,Netherlands,12.1696,-68.99,12-03-2020,0,0,0
9845,15490,Curacao,Netherlands,12.1696,-68.99,13-03-2020,0,0,0
9846,15491,Curacao,Netherlands,12.1696,-68.99,14-03-2020,1,0,0
9847,15492,Curacao,Netherlands,12.1696,-68.99,15-03-2020,1,0,1
9848,15493,Curacao,Netherlands,12.1696,-68.99,16-03-2020,1,0,1
9849,15494,Curacao,Netherlands,12.1696,-68.99,17-03-2020,3,0,1
9850,15495,Curacao,Netherlands,12.1696,-68.99,18-03-2020,3,0,3
9851,15496,Curacao,Netherlands,12.1696,-68.99,19-03-2020,3,1,3
9852,15497,Curacao,Netherlands,12.1696,-68.99,20-03-2020,3,1,3
9853,15532,Netherlands,Netherlands,52.1326,5.2913,22-01-2020,0,0,2
9854,15533,Netherlands,Netherlands,52.1326,5.2913,23-01-2020,0,0,0
9855,15534,Netherlands,Netherlands,52.1326,5.2913,24-01-2020,0,0,0
9856,15535,Netherlands,Netherlands,52.1326,5.2913,25-01-2020,0,0,0
9857,15536,Netherlands,Netherlands,52.1326,5.2913,26-01-2020,0,0,0
9858,15537,Netherlands,Netherlands,52.1326,5.2913,27-01-2020,0,0,0
9859,15538,Netherlands,Netherlands,52.1326,5.2913,28-01-2020,0,0,0
9860,15539,Netherlands,Netherlands,52.1326,5.2913,29-01-2020,0,0,0
9861,15540,Netherlands,Netherlands,52.1326,5.2913,30-01-2020,0,0,0
9862,15541,Netherlands,Netherlands,52.1326,5.2913,31-01-2020,0,0,0
9863,15542,Netherlands,Netherlands,52.1326,5.2913,01-02-2020,0,0,0
9864,15543,Netherlands,Netherlands,52.1326,5.2913,02-02-2020,0,0,0
9865,15544,Netherlands,Netherlands,52.1326,5.2913,03-02-2020,0,0,0
9866,15545,Netherlands,Netherlands,52.1326,5.2913,04-02-2020,0,0,0
9867,15546,Netherlands,Netherlands,52.1326,5.2913,05-02-2020,0,0,0
9868,15547,Netherlands,Netherlands,52.1326,5.2913,06-02-2020,0,0,0
9869,15548,Netherlands,Netherlands,52.1326,5.2913,07-02-2020,0,0,0
9870,15549,Netherlands,Netherlands,52.1326,5.2913,08-02-2020,0,0,0
9871,15550,Netherlands,Netherlands,52.1326,5.2913,09-02-2020,0,0,0
9872,15551,Netherlands,Netherlands,52.1326,5.2913,10-02-2020,0,0,0
9873,15552,Netherlands,Netherlands,52.1326,5.2913,11-02-2020,0,0,0
9874,15553,Netherlands,Netherlands,52.1326,5.2913,12-02-2020,0,0,0
9875,15554,Netherlands,Netherlands,52.1326,5.2913,13-02-2020,0,0,0
9876,15555,Netherlands,Netherlands,52.1326,5.2913,14-02-2020,0,0,0
9877,15556,Netherlands,Netherlands,52.1326,5.2913,15-02-2020,0,0,0
9878,15557,Netherlands,Netherlands,52.1326,5.2913,16-02-2020,0,0,0
9879,15558,Netherlands,Netherlands,52.1326,5.2913,17-02-2020,0,0,0
9880,15559,Netherlands,Netherlands,52.1326,5.2913,18-02-2020,0,0,0
9881,15560,Netherlands,Netherlands,52.1326,5.2913,19-02-2020,0,0,0
9882,15561,Netherlands,Netherlands,52.1326,5.2913,20-02-2020,0,0,0
9883,15562,Netherlands,Netherlands,52.1326,5.2913,21-02-2020,0,0,0
9884,15563,Netherlands,Netherlands,52.1326,5.2913,22-02-2020,0,0,0
9885,15564,Netherlands,Netherlands,52.1326,5.2913,23-02-2020,0,0,0
9886,15565,Netherlands,Netherlands,52.1326,5.2913,24-02-2020,0,0,0
9887,15566,Netherlands,Netherlands,52.1326,5.2913,25-02-2020,0,0,0
9888,15567,Netherlands,Netherlands,52.1326,5.2913,26-02-2020,0,0,0
9889,15568,Netherlands,Netherlands,52.1326,5.2913,27-02-2020,1,0,0
9890,15569,Netherlands,Netherlands,52.1326,5.2913,28-02-2020,1,0,1
9891,15570,Netherlands,Netherlands,52.1326,5.2913,29-02-2020,6,0,1
9892,15571,Netherlands,Netherlands,52.1326,5.2913,01-03-2020,10,0,6
9893,15572,Netherlands,Netherlands,52.1326,5.2913,02-03-2020,18,0,10
9894,15573,Netherlands,Netherlands,52.1326,5.2913,03-03-2020,24,0,18
9895,15574,Netherlands,Netherlands,52.1326,5.2913,04-03-2020,38,0,24
9896,15575,Netherlands,Netherlands,52.1326,5.2913,05-03-2020,82,0,38
9897,15576,Netherlands,Netherlands,52.1326,5.2913,06-03-2020,128,1,82
9898,15577,Netherlands,Netherlands,52.1326,5.2913,07-03-2020,188,1,128
9899,15578,Netherlands,Netherlands,52.1326,5.2913,08-03-2020,265,3,188
9900,15579,Netherlands,Netherlands,52.1326,5.2913,09-03-2020,321,3,265
9901,15580,Netherlands,Netherlands,52.1326,5.2913,10-03-2020,382,4,321
9902,15581,Netherlands,Netherlands,52.1326,5.2913,11-03-2020,503,5,382
9903,15582,Netherlands,Netherlands,52.1326,5.2913,12-03-2020,503,5,503
9904,15583,Netherlands,Netherlands,52.1326,5.2913,13-03-2020,804,10,503
9905,15584,Netherlands,Netherlands,52.1326,5.2913,14-03-2020,959,12,804
9906,15585,Netherlands,Netherlands,52.1326,5.2913,15-03-2020,1135,20,959
9907,15586,Netherlands,Netherlands,52.1326,5.2913,16-03-2020,1413,24,1135
9908,15587,Netherlands,Netherlands,52.1326,5.2913,17-03-2020,1705,43,1413
9909,15588,Netherlands,Netherlands,52.1326,5.2913,18-03-2020,2051,58,1705
9910,15589,Netherlands,Netherlands,52.1326,5.2913,19-03-2020,2460,76,2051
9911,15590,Netherlands,Netherlands,52.1326,5.2913,20-03-2020,2994,106,2460
9912,15625,not,New Zealand,-40.9006,174.886,22-01-2020,0,0,2
9913,15626,not,New Zealand,-40.9006,174.886,23-01-2020,0,0,0
9914,15627,not,New Zealand,-40.9006,174.886,24-01-2020,0,0,0
9915,15628,not,New Zealand,-40.9006,174.886,25-01-2020,0,0,0
9916,15629,not,New Zealand,-40.9006,174.886,26-01-2020,0,0,0
9917,15630,not,New Zealand,-40.9006,174.886,27-01-2020,0,0,0
9918,15631,not,New Zealand,-40.9006,174.886,28-01-2020,0,0,0
9919,15632,not,New Zealand,-40.9006,174.886,29-01-2020,0,0,0
9920,15633,not,New Zealand,-40.9006,174.886,30-01-2020,0,0,0
9921,15634,not,New Zealand,-40.9006,174.886,31-01-2020,0,0,0
9922,15635,not,New Zealand,-40.9006,174.886,01-02-2020,0,0,0
9923,15636,not,New Zealand,-40.9006,174.886,02-02-2020,0,0,0
9924,15637,not,New Zealand,-40.9006,174.886,03-02-2020,0,0,0
9925,15638,not,New Zealand,-40.9006,174.886,04-02-2020,0,0,0
9926,15639,not,New Zealand,-40.9006,174.886,05-02-2020,0,0,0
9927,15640,not,New Zealand,-40.9006,174.886,06-02-2020,0,0,0
9928,15641,not,New Zealand,-40.9006,174.886,07-02-2020,0,0,0
9929,15642,not,New Zealand,-40.9006,174.886,08-02-2020,0,0,0
9930,15643,not,New Zealand,-40.9006,174.886,09-02-2020,0,0,0
9931,15644,not,New Zealand,-40.9006,174.886,10-02-2020,0,0,0
9932,15645,not,New Zealand,-40.9006,174.886,11-02-2020,0,0,0
9933,15646,not,New Zealand,-40.9006,174.886,12-02-2020,0,0,0
9934,15647,not,New Zealand,-40.9006,174.886,13-02-2020,0,0,0
9935,15648,not,New Zealand,-40.9006,174.886,14-02-2020,0,0,0
9936,15649,not,New Zealand,-40.9006,174.886,15-02-2020,0,0,0
9937,15650,not,New Zealand,-40.9006,174.886,16-02-2020,0,0,0
9938,15651,not,New Zealand,-40.9006,174.886,17-02-2020,0,0,0
9939,15652,not,New Zealand,-40.9006,174.886,18-02-2020,0,0,0
9940,15653,not,New Zealand,-40.9006,174.886,19-02-2020,0,0,0
9941,15654,not,New Zealand,-40.9006,174.886,20-02-2020,0,0,0
9942,15655,not,New Zealand,-40.9006,174.886,21-02-2020,0,0,0
9943,15656,not,New Zealand,-40.9006,174.886,22-02-2020,0,0,0
9944,15657,not,New Zealand,-40.9006,174.886,23-02-2020,0,0,0
9945,15658,not,New Zealand,-40.9006,174.886,24-02-2020,0,0,0
9946,15659,not,New Zealand,-40.9006,174.886,25-02-2020,0,0,0
9947,15660,not,New Zealand,-40.9006,174.886,26-02-2020,0,0,0
9948,15661,not,New Zealand,-40.9006,174.886,27-02-2020,0,0,0
9949,15662,not,New Zealand,-40.9006,174.886,28-02-2020,1,0,0
9950,15663,not,New Zealand,-40.9006,174.886,29-02-2020,1,0,1
9951,15664,not,New Zealand,-40.9006,174.886,01-03-2020,1,0,1
9952,15665,not,New Zealand,-40.9006,174.886,02-03-2020,1,0,1
9953,15666,not,New Zealand,-40.9006,174.886,03-03-2020,1,0,1
9954,15667,not,New Zealand,-40.9006,174.886,04-03-2020,3,0,1
9955,15668,not,New Zealand,-40.9006,174.886,05-03-2020,3,0,3
9956,15669,not,New Zealand,-40.9006,174.886,06-03-2020,4,0,3
9957,15670,not,New Zealand,-40.9006,174.886,07-03-2020,5,0,4
9958,15671,not,New Zealand,-40.9006,174.886,08-03-2020,5,0,5
9959,15672,not,New Zealand,-40.9006,174.886,09-03-2020,5,0,5
9960,15673,not,New Zealand,-40.9006,174.886,10-03-2020,5,0,5
9961,15674,not,New Zealand,-40.9006,174.886,11-03-2020,5,0,5
9962,15675,not,New Zealand,-40.9006,174.886,12-03-2020,5,0,5
9963,15676,not,New Zealand,-40.9006,174.886,13-03-2020,5,0,5
9964,15677,not,New Zealand,-40.9006,174.886,14-03-2020,6,0,5
9965,15678,not,New Zealand,-40.9006,174.886,15-03-2020,8,0,6
9966,15679,not,New Zealand,-40.9006,174.886,16-03-2020,8,0,8
9967,15680,not,New Zealand,-40.9006,174.886,17-03-2020,12,0,8
9968,15681,not,New Zealand,-40.9006,174.886,18-03-2020,20,0,12
9969,15682,not,New Zealand,-40.9006,174.886,19-03-2020,28,0,20
9970,15683,not,New Zealand,-40.9006,174.886,20-03-2020,39,0,28
9971,15718,not,Nigeria,9.082,8.6753,22-01-2020,0,0,2
9972,15719,not,Nigeria,9.082,8.6753,23-01-2020,0,0,0
9973,15720,not,Nigeria,9.082,8.6753,24-01-2020,0,0,0
9974,15721,not,Nigeria,9.082,8.6753,25-01-2020,0,0,0
9975,15722,not,Nigeria,9.082,8.6753,26-01-2020,0,0,0
9976,15723,not,Nigeria,9.082,8.6753,27-01-2020,0,0,0
9977,15724,not,Nigeria,9.082,8.6753,28-01-2020,0,0,0
9978,15725,not,Nigeria,9.082,8.6753,29-01-2020,0,0,0
9979,15726,not,Nigeria,9.082,8.6753,30-01-2020,0,0,0
9980,15727,not,Nigeria,9.082,8.6753,31-01-2020,0,0,0
9981,15728,not,Nigeria,9.082,8.6753,01-02-2020,0,0,0
9982,15729,not,Nigeria,9.082,8.6753,02-02-2020,0,0,0
9983,15730,not,Nigeria,9.082,8.6753,03-02-2020,0,0,0
9984,15731,not,Nigeria,9.082,8.6753,04-02-2020,0,0,0
9985,15732,not,Nigeria,9.082,8.6753,05-02-2020,0,0,0
9986,15733,not,Nigeria,9.082,8.6753,06-02-2020,0,0,0
9987,15734,not,Nigeria,9.082,8.6753,07-02-2020,0,0,0
9988,15735,not,Nigeria,9.082,8.6753,08-02-2020,0,0,0
9989,15736,not,Nigeria,9.082,8.6753,09-02-2020,0,0,0
9990,15737,not,Nigeria,9.082,8.6753,10-02-2020,0,0,0
9991,15738,not,Nigeria,9.082,8.6753,11-02-2020,0,0,0
9992,15739,not,Nigeria,9.082,8.6753,12-02-2020,0,0,0
9993,15740,not,Nigeria,9.082,8.6753,13-02-2020,0,0,0
9994,15741,not,Nigeria,9.082,8.6753,14-02-2020,0,0,0
9995,15742,not,Nigeria,9.082,8.6753,15-02-2020,0,0,0
9996,15743,not,Nigeria,9.082,8.6753,16-02-2020,0,0,0
9997,15744,not,Nigeria,9.082,8.6753,17-02-2020,0,0,0
9998,15745,not,Nigeria,9.082,8.6753,18-02-2020,0,0,0
9999,15746,not,Nigeria,9.082,8.6753,19-02-2020,0,0,0
10000,15747,not,Nigeria,9.082,8.6753,20-02-2020,0,0,0
10001,15748,not,Nigeria,9.082,8.6753,21-02-2020,0,0,0
10002,15749,not,Nigeria,9.082,8.6753,22-02-2020,0,0,0
10003,15750,not,Nigeria,9.082,8.6753,23-02-2020,0,0,0
10004,15751,not,Nigeria,9.082,8.6753,24-02-2020,0,0,0
10005,15752,not,Nigeria,9.082,8.6753,25-02-2020,0,0,0
10006,15753,not,Nigeria,9.082,8.6753,26-02-2020,0,0,0
10007,15754,not,Nigeria,9.082,8.6753,27-02-2020,0,0,0
10008,15755,not,Nigeria,9.082,8.6753,28-02-2020,1,0,0
10009,15756,not,Nigeria,9.082,8.6753,29-02-2020,1,0,1
10010,15757,not,Nigeria,9.082,8.6753,01-03-2020,1,0,1
10011,15758,not,Nigeria,9.082,8.6753,02-03-2020,1,0,1
10012,15759,not,Nigeria,9.082,8.6753,03-03-2020,1,0,1
10013,15760,not,Nigeria,9.082,8.6753,04-03-2020,1,0,1
10014,15761,not,Nigeria,9.082,8.6753,05-03-2020,1,0,1
10015,15762,not,Nigeria,9.082,8.6753,06-03-2020,1,0,1
10016,15763,not,Nigeria,9.082,8.6753,07-03-2020,1,0,1
10017,15764,not,Nigeria,9.082,8.6753,08-03-2020,1,0,1
10018,15765,not,Nigeria,9.082,8.6753,09-03-2020,2,0,1
10019,15766,not,Nigeria,9.082,8.6753,10-03-2020,2,0,2
10020,15767,not,Nigeria,9.082,8.6753,11-03-2020,2,0,2
10021,15768,not,Nigeria,9.082,8.6753,12-03-2020,2,0,2
10022,15769,not,Nigeria,9.082,8.6753,13-03-2020,2,0,2
10023,15770,not,Nigeria,9.082,8.6753,14-03-2020,2,0,2
10024,15771,not,Nigeria,9.082,8.6753,15-03-2020,2,0,2
10025,15772,not,Nigeria,9.082,8.6753,16-03-2020,2,0,2
10026,15773,not,Nigeria,9.082,8.6753,17-03-2020,3,0,2
10027,15774,not,Nigeria,9.082,8.6753,18-03-2020,8,0,3
10028,15775,not,Nigeria,9.082,8.6753,19-03-2020,8,0,8
10029,15776,not,Nigeria,9.082,8.6753,20-03-2020,12,0,8
10030,15811,not,North Macedonia,41.6086,21.7453,22-01-2020,0,0,2
10031,15812,not,North Macedonia,41.6086,21.7453,23-01-2020,0,0,0
10032,15813,not,North Macedonia,41.6086,21.7453,24-01-2020,0,0,0
10033,15814,not,North Macedonia,41.6086,21.7453,25-01-2020,0,0,0
10034,15815,not,North Macedonia,41.6086,21.7453,26-01-2020,0,0,0
10035,15816,not,North Macedonia,41.6086,21.7453,27-01-2020,0,0,0
10036,15817,not,North Macedonia,41.6086,21.7453,28-01-2020,0,0,0
10037,15818,not,North Macedonia,41.6086,21.7453,29-01-2020,0,0,0
10038,15819,not,North Macedonia,41.6086,21.7453,30-01-2020,0,0,0
10039,15820,not,North Macedonia,41.6086,21.7453,31-01-2020,0,0,0
10040,15821,not,North Macedonia,41.6086,21.7453,01-02-2020,0,0,0
10041,15822,not,North Macedonia,41.6086,21.7453,02-02-2020,0,0,0
10042,15823,not,North Macedonia,41.6086,21.7453,03-02-2020,0,0,0
10043,15824,not,North Macedonia,41.6086,21.7453,04-02-2020,0,0,0
10044,15825,not,North Macedonia,41.6086,21.7453,05-02-2020,0,0,0
10045,15826,not,North Macedonia,41.6086,21.7453,06-02-2020,0,0,0
10046,15827,not,North Macedonia,41.6086,21.7453,07-02-2020,0,0,0
10047,15828,not,North Macedonia,41.6086,21.7453,08-02-2020,0,0,0
10048,15829,not,North Macedonia,41.6086,21.7453,09-02-2020,0,0,0
10049,15830,not,North Macedonia,41.6086,21.7453,10-02-2020,0,0,0
10050,15831,not,North Macedonia,41.6086,21.7453,11-02-2020,0,0,0
10051,15832,not,North Macedonia,41.6086,21.7453,12-02-2020,0,0,0
10052,15833,not,North Macedonia,41.6086,21.7453,13-02-2020,0,0,0
10053,15834,not,North Macedonia,41.6086,21.7453,14-02-2020,0,0,0
10054,15835,not,North Macedonia,41.6086,21.7453,15-02-2020,0,0,0
10055,15836,not,North Macedonia,41.6086,21.7453,16-02-2020,0,0,0
10056,15837,not,North Macedonia,41.6086,21.7453,17-02-2020,0,0,0
10057,15838,not,North Macedonia,41.6086,21.7453,18-02-2020,0,0,0
10058,15839,not,North Macedonia,41.6086,21.7453,19-02-2020,0,0,0
10059,15840,not,North Macedonia,41.6086,21.7453,20-02-2020,0,0,0
10060,15841,not,North Macedonia,41.6086,21.7453,21-02-2020,0,0,0
10061,15842,not,North Macedonia,41.6086,21.7453,22-02-2020,0,0,0
10062,15843,not,North Macedonia,41.6086,21.7453,23-02-2020,0,0,0
10063,15844,not,North Macedonia,41.6086,21.7453,24-02-2020,0,0,0
10064,15845,not,North Macedonia,41.6086,21.7453,25-02-2020,0,0,0
10065,15846,not,North Macedonia,41.6086,21.7453,26-02-2020,1,0,0
10066,15847,not,North Macedonia,41.6086,21.7453,27-02-2020,1,0,1
10067,15848,not,North Macedonia,41.6086,21.7453,28-02-2020,1,0,1
10068,15849,not,North Macedonia,41.6086,21.7453,29-02-2020,1,0,1
10069,15850,not,North Macedonia,41.6086,21.7453,01-03-2020,1,0,1
10070,15851,not,North Macedonia,41.6086,21.7453,02-03-2020,1,0,1
10071,15852,not,North Macedonia,41.6086,21.7453,03-03-2020,1,0,1
10072,15853,not,North Macedonia,41.6086,21.7453,04-03-2020,1,0,1
10073,15854,not,North Macedonia,41.6086,21.7453,05-03-2020,1,0,1
10074,15855,not,North Macedonia,41.6086,21.7453,06-03-2020,3,0,1
10075,15856,not,North Macedonia,41.6086,21.7453,07-03-2020,3,0,3
10076,15857,not,North Macedonia,41.6086,21.7453,08-03-2020,3,0,3
10077,15858,not,North Macedonia,41.6086,21.7453,09-03-2020,3,0,3
10078,15859,not,North Macedonia,41.6086,21.7453,10-03-2020,7,0,3
10079,15860,not,North Macedonia,41.6086,21.7453,11-03-2020,7,0,7
10080,15861,not,North Macedonia,41.6086,21.7453,12-03-2020,7,0,7
10081,15862,not,North Macedonia,41.6086,21.7453,13-03-2020,14,0,7
10082,15863,not,North Macedonia,41.6086,21.7453,14-03-2020,14,0,14
10083,15864,not,North Macedonia,41.6086,21.7453,15-03-2020,14,0,14
10084,15865,not,North Macedonia,41.6086,21.7453,16-03-2020,18,0,14
10085,15866,not,North Macedonia,41.6086,21.7453,17-03-2020,26,0,18
10086,15867,not,North Macedonia,41.6086,21.7453,18-03-2020,35,0,26
10087,15868,not,North Macedonia,41.6086,21.7453,19-03-2020,48,0,35
10088,15869,not,North Macedonia,41.6086,21.7453,20-03-2020,67,0,48
10089,15904,not,Norway,60.472,8.4689,22-01-2020,0,0,2
10090,15905,not,Norway,60.472,8.4689,23-01-2020,0,0,0
10091,15906,not,Norway,60.472,8.4689,24-01-2020,0,0,0
10092,15907,not,Norway,60.472,8.4689,25-01-2020,0,0,0
10093,15908,not,Norway,60.472,8.4689,26-01-2020,0,0,0
10094,15909,not,Norway,60.472,8.4689,27-01-2020,0,0,0
10095,15910,not,Norway,60.472,8.4689,28-01-2020,0,0,0
10096,15911,not,Norway,60.472,8.4689,29-01-2020,0,0,0
10097,15912,not,Norway,60.472,8.4689,30-01-2020,0,0,0
10098,15913,not,Norway,60.472,8.4689,31-01-2020,0,0,0
10099,15914,not,Norway,60.472,8.4689,01-02-2020,0,0,0
10100,15915,not,Norway,60.472,8.4689,02-02-2020,0,0,0
10101,15916,not,Norway,60.472,8.4689,03-02-2020,0,0,0
10102,15917,not,Norway,60.472,8.4689,04-02-2020,0,0,0
10103,15918,not,Norway,60.472,8.4689,05-02-2020,0,0,0
10104,15919,not,Norway,60.472,8.4689,06-02-2020,0,0,0
10105,15920,not,Norway,60.472,8.4689,07-02-2020,0,0,0
10106,15921,not,Norway,60.472,8.4689,08-02-2020,0,0,0
10107,15922,not,Norway,60.472,8.4689,09-02-2020,0,0,0
10108,15923,not,Norway,60.472,8.4689,10-02-2020,0,0,0
10109,15924,not,Norway,60.472,8.4689,11-02-2020,0,0,0
10110,15925,not,Norway,60.472,8.4689,12-02-2020,0,0,0
10111,15926,not,Norway,60.472,8.4689,13-02-2020,0,0,0
10112,15927,not,Norway,60.472,8.4689,14-02-2020,0,0,0
10113,15928,not,Norway,60.472,8.4689,15-02-2020,0,0,0
10114,15929,not,Norway,60.472,8.4689,16-02-2020,0,0,0
10115,15930,not,Norway,60.472,8.4689,17-02-2020,0,0,0
10116,15931,not,Norway,60.472,8.4689,18-02-2020,0,0,0
10117,15932,not,Norway,60.472,8.4689,19-02-2020,0,0,0
10118,15933,not,Norway,60.472,8.4689,20-02-2020,0,0,0
10119,15934,not,Norway,60.472,8.4689,21-02-2020,0,0,0
10120,15935,not,Norway,60.472,8.4689,22-02-2020,0,0,0
10121,15936,not,Norway,60.472,8.4689,23-02-2020,0,0,0
10122,15937,not,Norway,60.472,8.4689,24-02-2020,0,0,0
10123,15938,not,Norway,60.472,8.4689,25-02-2020,0,0,0
10124,15939,not,Norway,60.472,8.4689,26-02-2020,1,0,0
10125,15940,not,Norway,60.472,8.4689,27-02-2020,1,0,1
10126,15941,not,Norway,60.472,8.4689,28-02-2020,6,0,1
10127,15942,not,Norway,60.472,8.4689,29-02-2020,15,0,6
10128,15943,not,Norway,60.472,8.4689,01-03-2020,19,0,15
10129,15944,not,Norway,60.472,8.4689,02-03-2020,25,0,19
10130,15945,not,Norway,60.472,8.4689,03-03-2020,32,0,25
10131,15946,not,Norway,60.472,8.4689,04-03-2020,56,0,32
10132,15947,not,Norway,60.472,8.4689,05-03-2020,87,0,56
10133,15948,not,Norway,60.472,8.4689,06-03-2020,108,0,87
10134,15949,not,Norway,60.472,8.4689,07-03-2020,147,0,108
10135,15950,not,Norway,60.472,8.4689,08-03-2020,176,0,147
10136,15951,not,Norway,60.472,8.4689,09-03-2020,205,0,176
10137,15952,not,Norway,60.472,8.4689,10-03-2020,400,0,205
10138,15953,not,Norway,60.472,8.4689,11-03-2020,598,0,400
10139,15954,not,Norway,60.472,8.4689,12-03-2020,702,0,598
10140,15955,not,Norway,60.472,8.4689,13-03-2020,996,0,702
10141,15956,not,Norway,60.472,8.4689,14-03-2020,1090,3,996
10142,15957,not,Norway,60.472,8.4689,15-03-2020,1221,3,1090
10143,15958,not,Norway,60.472,8.4689,16-03-2020,1333,3,1221
10144,15959,not,Norway,60.472,8.4689,17-03-2020,1463,3,1333
10145,15960,not,Norway,60.472,8.4689,18-03-2020,1550,6,1463
10146,15961,not,Norway,60.472,8.4689,19-03-2020,1746,7,1550
10147,15962,not,Norway,60.472,8.4689,20-03-2020,1914,7,1746
10148,15997,not,Oman,21.0,57.0,22-01-2020,0,0,2
10149,15998,not,Oman,21.0,57.0,23-01-2020,0,0,0
10150,15999,not,Oman,21.0,57.0,24-01-2020,0,0,0
10151,16000,not,Oman,21.0,57.0,25-01-2020,0,0,0
10152,16001,not,Oman,21.0,57.0,26-01-2020,0,0,0
10153,16002,not,Oman,21.0,57.0,27-01-2020,0,0,0
10154,16003,not,Oman,21.0,57.0,28-01-2020,0,0,0
10155,16004,not,Oman,21.0,57.0,29-01-2020,0,0,0
10156,16005,not,Oman,21.0,57.0,30-01-2020,0,0,0
10157,16006,not,Oman,21.0,57.0,31-01-2020,0,0,0
10158,16007,not,Oman,21.0,57.0,01-02-2020,0,0,0
10159,16008,not,Oman,21.0,57.0,02-02-2020,0,0,0
10160,16009,not,Oman,21.0,57.0,03-02-2020,0,0,0
10161,16010,not,Oman,21.0,57.0,04-02-2020,0,0,0
10162,16011,not,Oman,21.0,57.0,05-02-2020,0,0,0
10163,16012,not,Oman,21.0,57.0,06-02-2020,0,0,0
10164,16013,not,Oman,21.0,57.0,07-02-2020,0,0,0
10165,16014,not,Oman,21.0,57.0,08-02-2020,0,0,0
10166,16015,not,Oman,21.0,57.0,09-02-2020,0,0,0
10167,16016,not,Oman,21.0,57.0,10-02-2020,0,0,0
10168,16017,not,Oman,21.0,57.0,11-02-2020,0,0,0
10169,16018,not,Oman,21.0,57.0,12-02-2020,0,0,0
10170,16019,not,Oman,21.0,57.0,13-02-2020,0,0,0
10171,16020,not,Oman,21.0,57.0,14-02-2020,0,0,0
10172,16021,not,Oman,21.0,57.0,15-02-2020,0,0,0
10173,16022,not,Oman,21.0,57.0,16-02-2020,0,0,0
10174,16023,not,Oman,21.0,57.0,17-02-2020,0,0,0
10175,16024,not,Oman,21.0,57.0,18-02-2020,0,0,0
10176,16025,not,Oman,21.0,57.0,19-02-2020,0,0,0
10177,16026,not,Oman,21.0,57.0,20-02-2020,0,0,0
